,q_values,state,action
513,[[ 3.8087382   4.0615077  -0.42685992]],"[-0.10668716 -0.18648526 -0.11811917 -0.94187772 -0.0716903   0.
  1.          0.        ]",[0. 1. 0.]
514,[[ 3.6966708  3.9495265 -0.6581468]],"[-0.16946139 -0.23850321  0.06269445 -0.94387736 -0.0813873   0.
  1.          0.        ]",[0. 1. 0.]
515,[[ 3.2852216  3.6737354 -1.532969 ]],"[-0.26987151 -0.40276092  0.30842501 -0.86152779 -0.09946592  0.
  1.          0.        ]",[0. 1. 0.]
516,[[ 2.564766   3.1615994 -2.747709 ]],"[-0.00576394 -0.1508336  -0.50326802 -0.93112025 -0.06631888  0.
  1.          0.        ]",[0. 1. 0.]
517,[[4.1536903  4.198429   0.20882624]],"[ 0.03528701 -0.00234289 -0.626753   -0.91795095 -0.06036383  0.
  1.          0.        ]",[0. 1. 0.]
518,[[4.573836  4.516482  0.9387061]],"[-0.02413643 -0.07323659 -0.626753   -0.92470915 -0.06933769  0.
  1.          0.        ]",[1. 0. 0.]
519,[[4.2192106  4.160782   0.26644135]],"[-0.02650489 -0.07821117 -0.46104855 -0.91758981 -0.069694    0.
  1.          0.        ]",[1. 0. 0.]
520,[[4.084202e+00 4.087443e+00 3.455639e-03]],"[-0.02518582  0.00764573 -0.89789735 -0.85479767 -0.06953203  0.
  1.          0.        ]",[0. 1. 0.]
521,[[4.3464003  4.279114   0.52241635]],"[-0.02362714  0.0981497  -0.89789735 -0.86542562 -0.06935389  0.
  1.          0.        ]",[1. 0. 0.]
522,[[4.4484463 4.3406954 0.5868854]],"[-0.17545836 -0.37323074 -0.47177653 -0.71072341 -0.09149745  0.
  1.          0.        ]",[1. 0. 0.]
523,[[ 3.1227205  3.398112  -1.2374907]],"[-0.35498073 -0.77766412  0.39390755 -0.8559034  -0.13039962  0.
  1.          0.        ]",[0. 1. 0.]
524,[[ 2.395051   2.6788163 -3.0922692]],"[-0.14746193 -0.25345655  0.03353234 -0.9124127  -0.10219393  0.
  1.          0.        ]",[0. 1. 0.]
525,[[ 2.822354  3.180056 -2.749564]],"[-0.31370261 -0.43661072  0.27817566 -0.86215691 -0.14686354  0.
  1.          0.        ]",[0. 1. 0.]
526,[[ 1.7835543  2.3638835 -4.921111 ]],"[-0.45201325 -0.56857648  0.52660653 -0.63041431 -0.20558962  0.
  1.          0.        ]",[0. 1. 0.]
527,[[ 1.4918404  1.9505205 -5.2831216]],"[-0.32612321 -0.34780092  0.52660653 -0.84996382 -0.18074029  0.
  1.          0.        ]",[0. 1. 0.]
528,[[ 1.5038995  2.1854415 -5.9813285]],"[-0.37606376 -0.31392581  0.53206802 -0.87063464 -0.20324833  0.
  1.          0.        ]",[0. 1. 0.]
529,[[ 1.4492109  2.1182766 -6.3507524]],"[-0.40366704 -0.3119684   0.57561592 -0.81451966 -0.21670016  0.
  1.          0.        ]",[0. 1. 0.]
530,[[ 1.4053168  2.054584  -6.4435177]],"[-0.41084664 -0.26826068  0.55107471 -0.94182157 -0.22018932  0.
  1.          0.        ]",[0. 1. 0.]
531,[[ 1.4366276  2.1248965 -6.732912 ]],"[-0.38388196 -0.24589595  0.57676888 -0.88691378 -0.21525575  0.
  1.          0.        ]",[0. 1. 0.]
532,[[ 1.4331392  2.0872307 -6.6822023]],"[-0.24799583 -0.17342695  0.10171174 -0.91737415 -0.18999045  0.
  1.          0.        ]",[0. 1. 0.]
533,[[ 1.5896845  2.082981  -6.3367844]],"[-0.27739491 -0.15330557  0.00308934 -0.90105801 -0.20018149  0.
  1.          0.        ]",[0. 1. 0.]
534,[[ 1.5348127  1.9950283 -6.489929 ]],"[-0.23451129 -0.13427866  0.00308934 -0.94392713 -0.19230052  0.
  1.          0.        ]",[0. 1. 0.]
535,[[ 1.6343229  2.082377  -6.390613 ]],"[-0.21524922 -0.10314215 -0.16351761 -0.94320358 -0.18888879  0.
  1.          0.        ]",[0. 1. 0.]
536,[[ 1.7164217  2.0849931 -6.2247   ]],"[-0.13630314  0.00756523 -0.59997971 -0.93354355 -0.17506339  0.
  1.          0.        ]",[0. 1. 0.]
537,[[ 2.1373944  2.1781404 -5.4237876]],"[-0.07664569  0.05730914 -0.88255401 -0.84854736 -0.16442823  0.
  1.          0.        ]",[0. 1. 0.]
538,[[ 2.3510714  2.297718  -4.7384787]],"[-0.12612482  0.14529637 -0.88255401 -0.93971155 -0.17588496  0.
  1.          0.        ]",[1. 0. 0.]
539,[[ 2.3296082  2.265407  -5.1847267]],"[-0.16920175  0.07910142 -0.65525037 -0.89172146 -0.18637265  0.
  1.          0.        ]",[1. 0. 0.]
540,[[ 2.0147963  2.070783  -5.7196016]],"[ 0.02138121  0.25608448 -0.79954594 -0.93072083 -0.15170704  0.
  1.          0.        ]",[0. 1. 0.]
541,[[ 2.7967863  2.5877812 -4.2542267]],"[-0.08242258  0.16368573 -0.79954594 -0.9427946  -0.1754545   0.
  1.          0.        ]",[1. 0. 0.]
542,[[ 2.3575673  2.290041  -5.2298236]],"[-0.09788231  0.07985202 -0.94159412 -0.9249516  -0.17926178  0.
  1.          0.        ]",[1. 0. 0.]
543,[[ 2.2630072  2.2329092 -5.2907634]],"[-0.0079145   0.15465918 -0.74071369 -0.94596186 -0.16218652  0.
  1.          0.        ]",[1. 0. 0.]
544,[[ 2.5486443  2.4343743 -4.7847824]],"[-0.03205583  0.13812743 -0.74071369 -0.79727898 -0.16733408  0.
  1.          0.        ]",[1. 0. 0.]
545,[[ 2.3085527  2.2553518 -4.9137673]],"[-0.11559565 -0.07563327 -0.73799757 -0.9123591  -0.18627303  0.
  1.          0.        ]",[1. 0. 0.]
546,[[ 1.9823873  2.0864863 -5.727381 ]],"[-0.1764515  -0.27775665 -0.40630691 -0.87746685 -0.20177435  0.
  1.          0.        ]",[0. 1. 0.]
547,[[ 1.5655406  1.9315388 -6.3263817]],"[-0.16918957 -0.30624829 -0.40630691 -0.92542057 -0.20054874  0.
  1.          0.        ]",[0. 1. 0.]
548,[[ 1.5930753  1.9751084 -6.351121 ]],"[-0.204449   -0.38149929 -0.21783679 -0.93091288 -0.2093672   0.
  1.          0.        ]",[0. 1. 0.]
549,[[ 1.51024    1.9908693 -6.5265045]],"[-0.24453071 -0.41131949 -0.06458684 -0.87616779 -0.21976788  0.
  1.          0.        ]",[0. 1. 0.]
550,[[ 1.4542483  1.9961088 -6.526135 ]],"[-0.23218695 -0.36149277  0.02601005 -0.92981161 -0.21795899  0.
  1.          0.        ]",[0. 1. 0.]
551,[[ 1.4799557  2.022863  -6.681517 ]],"[-0.27832646 -0.32298487  0.02601005 -0.87204345 -0.22962078  0.
  1.          0.        ]",[0. 1. 0.]
552,[[ 1.4234204  1.9613527 -6.722757 ]],"[-0.31751466 -0.33155792  0.22938112 -0.87183481 -0.2401566   0.
  1.          0.        ]",[0. 1. 0.]
553,[[ 1.401284   2.0061035 -6.8010945]],"[-0.37317453 -0.36101405  0.34486732 -0.94092384 -0.25650435  0.
  1.          0.        ]",[0. 1. 0.]
554,[[ 1.4096503  2.0540457 -7.0059395]],"[-0.30543138 -0.32081071  0.43863745 -0.94170162 -0.24738412  0.
  1.          0.        ]",[0. 1. 0.]
555,[[ 1.4256345  2.0747929 -7.0564117]],"[-0.34361914 -0.29840114  0.43863745 -0.95661279 -0.25800369  0.
  1.          0.        ]",[0. 1. 0.]
556,[[ 1.4188557  2.065003  -7.165975 ]],"[-0.27761401 -0.23657721 -0.08503905 -0.94980099 -0.24930355  0.
  1.          0.        ]",[0. 1. 0.]
557,[[ 1.4343177  1.8963991 -7.189241 ]],"[-0.23478709 -0.14799604 -0.60102932 -0.92116671 -0.2436941   0.
  1.          0.        ]",[0. 1. 0.]
558,[[ 1.496699   1.7642081 -7.0869184]],"[-0.09801318 -0.07826465 -0.74865543 -0.94248451 -0.22490821  0.
  1.          0.        ]",[0. 1. 0.]
559,[[ 1.6903642  1.9044005 -6.826806 ]],"[-0.08853917  0.02611896 -0.92401934 -0.92960169 -0.22357133  0.
  1.          0.        ]",[0. 1. 0.]
560,[[ 1.7886498  1.9451551 -6.7111144]],"[-0.08805775  0.02043609 -0.99219016 -0.96666522 -0.22350778  0.
  1.          0.        ]",[0. 1. 0.]
561,[[ 1.8338099  1.9772003 -6.7031074]],"[-0.12468364 -0.00721077 -0.81097865 -0.91858963 -0.2295566   0.
  1.          0.        ]",[0. 1. 0.]
562,[[ 1.6796559  1.8711195 -6.8771462]],"[-0.17458947 -0.05050239 -0.54966514 -0.91279234 -0.23811318  0.
  1.          0.        ]",[0. 1. 0.]
563,[[ 1.5601295  1.782227  -7.1192417]],"[-0.12445079  0.00943605 -0.54966514 -0.92577341 -0.23232392  0.
  1.          0.        ]",[0. 1. 0.]
564,[[ 1.6462827  1.84835   -7.067815 ]],"[-0.02128577  0.14610179 -0.78849007 -0.74623712 -0.21991539  0.
  1.          0.        ]",[0. 1. 0.]
565,[[ 1.742758  1.88048  -6.562115]],"[-0.01109605  0.21473566 -0.69219043 -0.8901423  -0.21867357  0.
  1.          0.        ]",[0. 1. 0.]
566,[[ 1.9133384  2.0001462 -6.6916523]],"[-0.06485642  0.11772954 -0.69219043 -0.82577609 -0.22590736  0.
  1.          0.        ]",[0. 1. 0.]
567,[[ 1.7156448  1.8735324 -6.807307 ]],"[ 0.20442689  0.38822968  0.06261987 -0.77932433 -0.18904887  0.
  1.          0.        ]",[0. 1. 0.]
568,[[ 2.5635414  2.193013  -6.010637 ]],"[ 0.13307694  0.34937149  0.11771969 -0.91702131 -0.19804398  0.
  1.          0.        ]",[1. 0. 0.]
569,[[ 2.3053722  2.124576  -6.657118 ]],"[ 0.10834466  0.27964865  0.11771969 -0.93343317 -0.20122248  0.
  1.          0.        ]",[1. 0. 0.]
570,[[ 2.1421556  2.1287053 -6.811582 ]],"[ 0.17869002  0.24030898  0.06942881 -0.93204478 -0.19079293  0.
  1.          0.        ]",[1. 0. 0.]
571,[[ 2.2828434  2.2387176 -6.435665 ]],"[ 0.29276795  0.3089853   0.31623914 -0.89488107 -0.17190496  0.
  1.          0.        ]",[1. 0. 0.]
572,[[ 2.7681427  2.3870354 -5.723377 ]],"[ 0.43627464  0.4096083   0.57121186 -0.82797416 -0.14233777  0.
  1.          0.        ]",[1. 0. 0.]
573,[[ 3.962513   3.102488  -3.3813686]],"[ 0.46183584  0.38910753  0.67232717 -0.83565497 -0.13630994  0.
  1.          0.        ]",[1. 0. 0.]
574,[[ 4.1143613  3.2322743 -3.0980797]],"[ 0.35770759  0.27487866  0.62588474 -0.92790512 -0.14725475  0.
  1.          0.        ]",[1. 0. 0.]
575,[[ 3.2095733  2.679689  -4.726451 ]],"[ 0.38453605  0.20655551  0.62588474 -0.95403444 -0.14176531  0.
  1.          0.        ]",[1. 0. 0.]
576,[[ 3.2469227  2.8115    -4.541473 ]],"[ 0.47500296  0.21821072  0.69473271 -0.90311507 -0.12172864  0.
  1.          0.        ]",[1. 0. 0.]
577,[[ 4.0867434  3.4702926 -2.8042312]],"[ 0.42670771  0.17650291  0.69473271 -0.93938041 -0.12654138  0.
  1.          0.        ]",[1. 0. 0.]
578,[[ 3.6701617  3.1909857 -3.5507307]],"[ 0.31644222  0.13279389  0.72162972 -0.91404546 -0.13814095  0.
  1.          0.        ]",[1. 0. 0.]
579,[[ 2.949883   2.7076817 -4.76022  ]],"[ 0.39347573  0.13491955  0.72162972 -0.91688094 -0.12267366  0.
  1.          0.        ]",[1. 0. 0.]
580,[[ 3.5424361  3.1471357 -3.55299  ]],"[ 0.34182091  0.11594751  0.72162972 -0.90114096 -0.12814276  0.
  1.          0.        ]",[1. 0. 0.]
581,[[ 3.1685886  2.8753371 -4.1405725]],"[ 0.50125251  0.24517627  0.85832659 -0.86518891 -0.09176741  0.
  1.          0.        ]",[1. 0. 0.]
582,[[ 5.029319   4.287875  -0.5769523]],"[ 0.48888832  0.28854329  0.862123   -0.85267871 -0.09303455  0.
  1.          0.        ]",[1. 0. 0.]
583,[[ 5.0684505  4.248155  -0.5615724]],"[ 0.48836063  0.29971636  0.87715964 -0.91343996 -0.09308526  0.
  1.          0.        ]",[1. 0. 0.]
584,[[ 5.033369   4.208208  -0.8188549]],"[ 0.56067851  0.31992269  0.89174027 -0.91440468 -0.07506689  0.
  1.          0.        ]",[1. 0. 0.]
585,[[5.948563 5.113239 1.215466]],"[ 0.37979542  0.18895304  0.41687182 -0.92737363 -0.09316985  0.
  1.          0.        ]",[1. 0. 0.]
586,[[ 4.4982257  4.1444774 -1.1434107]],"[ 0.38365829  0.12236399  0.04747919 -0.91763958 -0.09235838  0.
  1.          0.        ]",[1. 0. 0.]
587,[[ 4.5414257   4.4850955  -0.62876624]],"[ 0.3600952   0.09520393  0.04747919 -0.92805443 -0.09474563  0.
  1.          0.        ]",[1. 0. 0.]
588,[[ 4.317934   4.2979965 -1.0530665]],"[ 0.38451923  0.11398349  0.15185759 -0.86530631 -0.09021703  0.
  1.          0.        ]",[1. 0. 0.]
589,[[ 4.559249    4.4695187  -0.49331504]],"[ 0.44093823  0.14822802  0.30145971 -0.8711438  -0.07943722  0.
  1.          0.        ]",[1. 0. 0.]
590,[[5.0731587 4.8729253 0.4226702]],"[ 0.27895069  0.0613425   0.0200854  -0.87977913 -0.0952549   0.
  1.          0.        ]",[1. 0. 0.]
591,[[ 3.9574378  4.019102  -1.4354868]],"[ 0.18737672 -0.07467874 -0.71889544 -0.91300736 -0.1055753   0.
  1.          0.        ]",[0. 1. 0.]
592,[[ 3.5401628  3.4362001 -2.0774994]],"[ 0.26395479 -0.04818568 -0.71889544 -0.94899195 -0.09311913  0.
  1.          0.        ]",[1. 0. 0.]
593,[[ 4.127873    4.1325164  -0.98483294]],"[ 0.29773611  0.02441913 -0.51275168 -0.89955286 -0.08739732  0.
  1.          0.        ]",[0. 1. 0.]
594,[[ 4.4136496   4.456655   -0.38201433]],"[ 0.31607415  0.13826481 -0.36894634 -0.96354517 -0.08434241  0.
  1.          0.        ]",[0. 1. 0.]
595,[[ 4.6838527   4.6849523  -0.12132579]],"[ 0.25468826  0.0186267  -0.7773273  -0.93742926 -0.09031802  0.
  1.          0.        ]",[0. 1. 0.]
596,[[ 4.3171935   4.3353057  -0.61653954]],"[ 0.25345336  0.00483745 -0.7773273  -0.92645548 -0.09043588  0.
  1.          0.        ]",[0. 1. 0.]
597,[[ 4.2998743  4.3252544 -0.6030417]],"[ 0.21057187 -0.03773961 -0.54800052 -0.86573954 -0.09438941  0.
  1.          0.        ]",[0. 1. 0.]
598,[[ 3.8588161  3.8191762 -1.28372  ]],"[ 0.29086273  0.1097295  -0.54800052 -0.91671122 -0.08361038  0.
  1.          0.        ]",[1. 0. 0.]
599,[[ 4.6442833   4.6686735  -0.01180047]],"[ 0.18268082 -0.09320547 -0.71966431 -0.93877681 -0.09357612  0.
  1.          0.        ]",[0. 1. 0.]
600,[[ 3.789863   3.715145  -1.4362555]],"[ 0.03103883 -0.38980397 -0.56228633 -0.93497979 -0.1102152   0.
  1.          0.        ]",[1. 0. 0.]
601,[[ 3.031589   3.138387  -2.5618446]],"[-0.13410405 -0.63669966  0.08347921 -0.87815849 -0.13404767  0.
  1.          0.        ]",[0. 1. 0.]
602,[[ 2.0706646  2.5598133 -4.225278 ]],"[-0.17130951 -0.58159428  0.26035056 -0.85130819 -0.1404196   0.
  1.          0.        ]",[0. 1. 0.]
603,[[ 1.9049249  2.4685082 -4.6269627]],"[-0.19434185 -0.46810384  0.2910522  -0.89823146 -0.14439222  0.
  1.          0.        ]",[0. 1. 0.]
604,[[ 1.8505316  2.4837854 -4.998183 ]],"[-0.25038303 -0.38192276  0.31071891 -0.88283793 -0.15443651  0.
  1.          0.        ]",[0. 1. 0.]
605,[[ 1.7001348  2.3552897 -5.399333 ]],"[-0.15924581 -0.29118677  0.35907587 -0.83188986 -0.14461479  0.
  1.          0.        ]",[0. 1. 0.]
606,[[ 1.8894553  2.4622087 -5.0145464]],"[-0.17495162 -0.24444199  0.35907587 -0.92840216 -0.14714294  0.
  1.          0.        ]",[0. 1. 0.]
607,[[ 1.9521178  2.5070329 -5.1887035]],"[-0.03009813 -0.16166135 -0.40305916 -0.91227488 -0.13101503  0.
  1.          0.        ]",[0. 1. 0.]
608,[[ 2.636776   2.6892862 -3.7767658]],"[ 0.11787948 -0.02598205 -0.73022231 -0.91473583 -0.11170049  0.
  1.          0.        ]",[0. 1. 0.]
609,[[ 3.3081193  3.1366537 -2.5417666]],"[ 0.15109333  0.00559775 -0.63054306 -0.92847235 -0.10699618  0.
  1.          0.        ]",[1. 0. 0.]
610,[[ 3.4854908  3.3346872 -2.2862613]],"[ 0.23238287  0.12553878 -0.28519751 -0.92810037 -0.09505111  0.
  1.          0.        ]",[1. 0. 0.]
611,[[ 4.0779953  4.0161076 -1.222805 ]],"[ 0.28110559  0.17526299 -0.16114429 -0.94359471 -0.08746428  0.
  1.          0.        ]",[1. 0. 0.]
612,[[ 4.4828196  4.4556227 -0.5051944]],"[ 0.29023556  0.20680132 -0.09230213 -0.96460624 -0.08605971  0.
  1.          0.        ]",[1. 0. 0.]
613,[[ 4.589614    4.5119667  -0.40232968]],"[ 0.37795253  0.26271724  0.22536469 -0.74704488 -0.07201561  0.
  1.          0.        ]",[1. 0. 0.]
614,[[5.501406  5.135139  1.6790605]],"[ 0.43490916  0.26925511  0.32441046 -0.85957983 -0.06189425  0.
  1.          0.        ]",[1. 0. 0.]
615,[[5.9395227 5.5661283 2.3007107]],"[ 0.32510724  0.20937295  0.35735518 -0.93991892 -0.07156026  0.
  1.          0.        ]",[1. 0. 0.]
616,[[4.933807   4.6653805  0.20911199]],"[ 0.33008516  0.15644934  0.35735518 -0.95492706 -0.07078054  0.
  1.          0.        ]",[1. 0. 0.]
617,[[4.83108    4.6789665  0.09195924]],"[ 0.34306256  0.14553836  0.39823991 -0.9507587  -0.06885223  0.
  1.          0.        ]",[1. 0. 0.]
618,[[4.8916035  4.7405176  0.22470504]],"[ 0.41676805  0.17582024  0.53730767 -0.9358469  -0.05750618  0.
  1.          0.        ]",[1. 0. 0.]
619,[[5.5844975 5.325636  1.5755075]],"[ 0.50718843  0.23091655  0.65778255 -0.90283497 -0.04133838  0.
  1.          0.        ]",[1. 0. 0.]
620,[[6.6214433 6.2592225 3.7081795]],"[ 0.51321487  0.24850738  0.67196303 -0.37518775 -0.04018821  0.
  1.          0.        ]",[1. 0. 0.]
621,[[7.575841 7.113004 7.009443]],"[ 0.42309312  0.18965393 -0.25665897 -0.87336484 -0.04670861  0.
  1.          0.        ]",[1. 0. 0.]
622,[[6.452964  6.6692114 4.0838294]],"[ 0.45682105  0.13051655 -0.95741408 -0.93982704 -0.04124626  0.
  1.          0.        ]",[0. 1. 0.]
623,[[6.905461  7.5435185 4.7521925]],"[ 0.38880927  0.14519315 -0.95741408 -0.87514946 -0.04611954  0.
  1.          0.        ]",[0. 1. 0.]
624,[[6.5503426 7.0953975 4.2190113]],"[ 0.31061404  0.09095855 -0.98737977 -0.92773732 -0.05196221  0.
  1.          0.        ]",[0. 1. 0.]
625,[[5.9287405 6.281151  2.9824245]],"[ 0.31136489  0.04336232 -0.91826063 -0.9670104  -0.0518682   0.
  1.          0.        ]",[0. 1. 0.]
626,[[5.773017  6.0746565 2.6620903]],"[ 0.44389826  0.17909153 -0.54461163 -0.95644115 -0.03358205  0.
  1.          0.        ]",[0. 1. 0.]
627,[[7.0183187 7.4887295 5.1814604]],"[ 0.38353807  0.22755073 -0.30948172 -0.94010714 -0.03784967  0.
  1.          0.        ]",[0. 1. 0.]
628,[[6.625036  6.823631  4.4662824]],"[ 0.47401273  0.26680184 -0.26057725 -0.89316537 -0.02394751  0.
  1.          0.        ]",[0. 1. 0.]
629,[[7.75218  8.070251 6.933251]],"[ 0.29770741  0.17775939 -0.26057725 -0.96107975 -0.03754476  0.
  1.          0.        ]",[0. 1. 0.]
630,[[6.084446  6.306868  3.5646765]],"[ 0.23271747  0.01346593 -0.60643153 -0.97093631 -0.04321473  0.
  1.          0.        ]",[0. 1. 0.]
631,[[5.5085855 5.60267   2.5298288]],"[ 0.1751615  -0.07675904 -0.9151031  -0.92770797 -0.04841765  0.
  1.          0.        ]",[0. 1. 0.]
632,[[5.2329307 5.4071836 2.2066858]],"[ 0.31904853  0.09872677 -0.53314101 -0.94066543 -0.02924443  0.
  1.          0.        ]",[0. 1. 0.]
633,[[6.525197  6.8842306 4.6975365]],"[ 0.15621479  0.00515555 -0.53314101 -0.9570843  -0.0450515   0.
  1.          0.        ]",[0. 1. 0.]
634,[[5.147721  5.1573057 2.0104897]],"[ 0.14798095 -0.08583592 -0.53730603 -0.94654759 -0.04591812  0.
  1.          0.        ]",[0. 1. 0.]
635,[[4.9650006 5.008217  1.7877271]],"[ 0.1768403  -0.11120214 -0.71538191 -0.97427712 -0.04233726  0.
  1.          0.        ]",[0. 1. 0.]
636,[[5.1941657 5.291909  2.1862628]],"[ 0.36157244  0.3791509   0.13004883 -0.9122953  -0.01557034  0.
  1.          0.        ]",[0. 1. 0.]
637,[[7.5867424 7.452644  6.5149927]],"[ 0.47519737  0.60415699  0.47753289 -0.8003314   0.00613631  0.
  1.          0.        ]",[1. 0. 0.]
638,[[ 9.57664   9.033905 10.300999]],"[ 0.4774303   0.4015807   0.29367665 -0.88761882  0.          1.
  0.          0.        ]",[0. 0. 1.]
639,[[7.958978 8.845824 6.771251]],"[ 0.56397057  0.41496209  0.37967027 -0.8948128   0.01917615  0.
  1.          0.        ]",[0. 1. 0.]
640,[[ 9.866107  9.776363 11.187457]],"[ 0.40689721  0.27275067  0.39496892 -0.94019519  0.          1.
  0.          0.        ]",[0. 0. 1.]
641,[[7.4257107 8.008925  6.3970947]],"[ 0.41626266  0.17868499 -0.22454839 -0.9316645   0.00183076  0.
  1.          0.        ]",[0. 1. 0.]
642,[[8.258561 8.831347 8.615252]],"[ 0.43342605  0.1673549  -0.22454839 -0.92363786  0.00505418  0.
  1.          0.        ]",[0. 1. 0.]
643,[[8.478516 9.110938 9.126967]],"[ 0.24702865  0.07171312 -0.83260577 -0.96929461  0.          1.
  0.          0.        ]",[0. 0. 1.]
644,[[7.5292215 8.261605  6.9529877]],"[ 0.27171804  0.04291052 -0.85916697 -0.97673935  0.00383997  0.
  1.          0.        ]",[0. 1. 0.]
645,[[7.6816435 8.33448   7.699852 ]],"[ 0.35668244  0.08599199 -0.5046331  -0.93974856  0.01770266  0.
  1.          0.        ]",[0. 1. 0.]
646,[[8.635819 9.46536  9.855307]],"[ 0.50985966  0.2649458   0.08714508 -0.78645706  0.          1.
  0.          0.        ]",[0. 0. 1.]
647,[[8.052757  9.377367  7.2625303]],"[ 5.01385724e-01  3.18821059e-01  1.59036260e-01 -8.95709898e-01
 -7.94139159e-04  0.00000000e+00  1.00000000e+00  0.00000000e+00]",[0. 1. 0.]
648,[[8.647114 8.711759 8.83117 ]],"[ 0.48887818  0.26101234 -0.11713635 -0.96024391  0.          1.
  0.          0.        ]",[0. 0. 1.]
649,[[7.991272 9.098251 6.976141]],"[ 0.5338745   0.29583102  0.12587507 -0.92445967  0.00997047  0.
  1.          0.        ]",[0. 1. 0.]
650,[[ 9.193281  9.431608 10.095402]],"[ 0.54712088  0.23381685  0.12587507 -0.93005471  0.          1.
  0.          0.        ]",[0. 0. 1.]
651,[[7.973931  9.105321  6.9092855]],"[ 0.29941507  0.09705343 -0.41892411 -0.95689225 -0.022685    0.
  1.          0.        ]",[0. 1. 0.]
652,[[6.5864916 6.917347  4.99091  ]],"[ 0.05094743 -0.12924106 -0.73576798 -0.95469482 -0.05551896  0.
  1.          0.        ]",[0. 1. 0.]
653,[[4.6761384 4.6930923 1.2393857]],"[ 0.09940666 -0.10790662 -0.73576798 -0.90828964 -0.04749069  0.
  1.          0.        ]",[0. 1. 0.]
654,[[4.926717  4.9857197 1.8637621]],"[ 0.184087   -0.02657405 -0.94799366 -0.93216409 -0.03285995  0.
  1.          0.        ]",[0. 1. 0.]
655,[[5.8653593 6.14924   3.6648195]],"[ 0.1050258  -0.09639006 -0.78272096 -0.91532092 -0.04413915  0.
  1.          0.        ]",[0. 1. 0.]
656,[[5.067204  5.140133  2.1486528]],"[-0.00588597 -0.26953084 -0.22327024 -0.93639562 -0.06213589  0.
  1.          0.        ]",[0. 1. 0.]
657,[[ 3.9700930e+00  4.2201462e+00 -2.6664734e-03]],"[-0.0325027  -0.31665337 -0.14398559 -0.89188927 -0.06681583  0.
  1.          0.        ]",[0. 1. 0.]
658,[[ 3.7328005   4.0628676  -0.37022257]],"[-0.18673956 -0.4013921   0.02807256 -0.71731316 -0.09865612  0.
  1.          0.        ]",[0. 1. 0.]
659,[[ 2.6769006  3.1336403 -2.2650201]],"[-0.1813015  -0.40015753  0.12338569 -0.87483427 -0.09783662  0.
  1.          0.        ]",[0. 1. 0.]
660,[[ 2.724685   3.2535846 -2.562735 ]],"[-0.16538091 -0.32718103  0.12338569 -0.84262245 -0.09557713  0.
  1.          0.        ]",[0. 1. 0.]
661,[[ 2.793587   3.2625203 -2.4280946]],"[ 0.04810047 -0.17432258 -0.7955699  -0.8663291  -0.06233136  0.
  1.          0.        ]",[0. 1. 0.]
